"type","w1_str","w2_str","bi.freq","w1.freq","w2.freq"
"or_precious","or","precious",12,368104,1708
"it_clashes","it","clashes",17,918894,717
"their_guests","their","guests",96,254217,3213
"eating_the","eating","the",190,4119,6036130
"is_marginally","is","marginally",22,970830,432
"colorectal_tumour","colorectal","tumour",11,328,933
"erich_honecker","erich","honecker",58,162,134
"downhill_all","downhill","all",20,449,275882
"of_half","of","half",307,3041281,29332
"NUM_pegs","NUM","pegs",13,1265511,289
"system_after","system","after",40,43695,113561
"off_colour","off","colour",17,67589,11164
"turn_each","turn","each",13,20255,60299
"model_village","model","village",20,13034,10916
"that_joint","that","joint",35,1048180,6941
"a_speed","a","speed",188,2169721,7611
"family_court","family","court",15,32741,27747
"altogether_at","altogether","at",18,3109,521986
"been_newly","been","newly",17,259718,2664
"hereby_agrees","hereby","agrees",11,258,928
"city_now","city","now",31,21427,137275
"appropriate_legal","appropriate","legal",13,11398,12931
"this_requirement","this","requirement",162,452531,3210
"pat_the","pat","the",22,1936,6036130
"welfare_state","welfare","state",556,4755,37791
"electors_to","electors","to",14,374,2593392
"acceptable_means","acceptable","means",13,3604,26163
"choice_being","choice","being",11,11748,87540
"has_ranged","has","ranged",15,252098,634
"wait_there","wait","there",60,8095,283568
"ussr_NUM","ussr","NUM",13,1611,1265511
"heaton_NUM","heaton","NUM",11,88,1265511
"league_form","league","form",19,8000,34093
"honest_way","honest","way",11,2775,95412
"exist_to","exist","to",128,5353,2593392
"catholics_in","catholics","in",65,797,1937245
"your_salary","your","salary",88,133494,1959
"every_contract","every","contract",13,38911,11728
"stow_on","stow","on",17,125,727437
"can_progress","can","progress",22,231901,8033
"great_roar","great","roar",16,46009,610
"quadra_NUM","quadra","NUM",20,35,1265511
"of_full-time","of","full-time",160,3041281,2165
"direct_orders","direct","orders",11,11651,5234
"mean_i'll","mean","i'll",48,42394,26932
"of_delayed","of","delayed",25,3041281,1698
"barrel_of","barrel","of",144,854,3041281
"school_if","school","if",52,35849,253058
"begin_early","begin","early",14,7295,33184
"men_ran","men","ran",20,35217,8161
"buildings_will","buildings","will",28,6531,250441
"not_party","not","party",38,448154,37409
"yourself_again","yourself","again",18,10131,56640
"yormie_johnson","yormie","johnson",12,13,2709
"can_compete","can","compete",60,231901,1913
"gang_of","gang","of",317,1474,3041281
"and_gastrointestinal","and","gastrointestinal",12,2614893,513
"of_pittsburgh","of","pittsburgh",23,3041281,168
"surrounded_him","surrounded","him",34,2323,153095
"any_standards","any","standards",95,121356,9501
"and_ah","and","ah",42,2614893,5648
"person_where","person","where",13,23182,102130
"keld_head","keld","head",11,44,35586
"NUM_mac","NUM","mac",20,1265511,745
"formal_links","formal","links",29,6307,4294
"specific_treatment","specific","treatment",27,11182,12012
"are_advised","are","advised",174,456718,2425
"only_being","only","being",95,148191,87540
"a_needle","a","needle",142,2169721,1195
"black_cotton","black","cotton",24,23603,2353
"stephen_dorrell","stephen","dorrell",40,3400,51
"custom_NUM","custom","NUM",24,1442,1265511
"company_yesterday","company","yesterday",14,35779,18099
"viscount_dilhorne","viscount","dilhorne",23,368,27
"people_s","people","s",11,115716,19436
"by_suffolk","by","suffolk",11,511973,1132
"of_sorting","of","sorting",61,3041281,737
"membrane_vesicles","membrane","vesicles",16,890,111
"continuing_presence","continuing","presence",20,5233,7843
"all_elected","all","elected",11,275882,5299
"stark_contrast","stark","contrast",132,792,6434
"remarkable_record","remarkable","record",12,3456,14743
"you're_calling","you're","calling",16,36763,4278
"without_extra","without","extra",18,44648,9298
"NUM_billion","NUM","billion",4189,1265511,4731
"above_it","above","it",426,24838,918894
"brother_george","brother","george",26,7486,9791
"boiled_eggs","boiled","eggs",29,657,3565
"housing_studies","housing","studies",11,9316,13376
"what_change","what","change",15,216517,31326
"and_burnt","and","burnt",93,2614893,1237
"must_enter","must","enter",42,68791,5135
"arithmetic_operations","arithmetic","operations",24,538,5979
"and_fraudulent","and","fraudulent",21,2614893,262
"on_trent","on","trent",75,727437,1032
"into_wind","into","wind",67,157599,7267
"naturally_into","naturally","into",30,4030,157599
"from_neighbouring","from","neighbouring",86,423379,1348
"everyone_including","everyone","including",46,11740,23926
"a_martyr","a","martyr",73,2169721,231
"metropolitan_county","metropolitan","county",32,1623,10931
"main_army","main","army",17,24806,10775
"been_dismantled","been","dismantled",29,259718,330
"her_baby's","her","baby's",23,302784,588
"cleft_in","cleft","in",24,161,1937245
"muscle_on","muscle","on",11,1735,727437
"gas_but","gas","but",28,7180,443525
"cut_out","cut","out",861,17019,196367
"the_seasons","the","seasons",181,6036130,1180
"in_srinagar","in","srinagar",18,1937245,36
"to_sway","to","sway",51,2593392,361
"pay_rent","pay","rent",43,21594,3418
"used_unless","used","unless",12,65856,10747
"with_conventional","with","conventional",102,658333,3884
"of_academic","of","academic",438,3041281,4768
"said_roxburgh","said","roxburgh",14,193749,257
"honour_his","honour","his",24,2623,409172
"ambulance_workers","ambulance","workers",31,1623,13422
"election_he","election","he",50,9553,588865
"him_doubtfully","him","doubtfully",13,153095,197
"procurator_general","procurator","general",13,66,37524
"nuclear_arms","nuclear","arms",54,7859,10476
"of_notables","of","notables",11,3041281,99
"of_cloud","of","cloud",148,3041281,2092
"some_glass","some","glass",14,166759,9258
"characterized_by","characterized","by",473,899,511973
"a_catastrophe","a","catastrophe",47,2169721,391
"mentally_unfit","mentally","unfit",16,1943,386
"i'm_no","i'm","no",198,62149,206543
"said_try","said","try",16,193749,20667
"music_lovers","music","lovers",28,14540,1054
"scott_lj","scott","lj",12,2647,251
"which_we've","which","we've",116,364831,16271
"forum_and","forum","and",72,1723,2614893
"for_unlike","for","unlike",19,877618,4543
"as_quoted","as","quoted",17,653528,2612
"next_available","next","available",24,44592,26949
"from_boston","from","boston",28,423379,762
"power_lay","power","lay",15,31184,9519
"frame_NUM","frame","NUM",27,3288,1265511
"of_miami","of","miami",19,3041281,350
"the_consultancy","the","consultancy",49,6036130,765
"together_in","together","in",1914,29829,1937245
"held_same","held","same",11,26878,60944
"were_terrified","were","terrified",32,307547,1033
"getting_dressed","getting","dressed",45,19526,3456
"around_eleven","around","eleven",17,43269,3235
"wants_for","wants","for",34,8696,877618
"become_lord","become","lord",13,29712,15009
"self-interest_in","self-interest","in",14,345,1937245
"my_prison","my","prison",16,145643,6096
"please_it","please","it",12,12572,918894
"said_ben","said","ben",25,193749,2487
"activities_particularly","activities","particularly",11,11413,21631
"intimate_connection","intimate","connection",16,1147,4968
"what_th","what","th",24,216517,4455
"but_peter","but","peter",64,443525,10913
"and_documents","and","documents",163,2614893,4393
"bombs_at","bombs","at",22,1173,521986
"public_water","public","water",21,38169,33535
"of_defiance","of","defiance",98,3041281,513
"he_contended","he","contended",17,588865,270
"vectors_of","vectors","of",25,293,3041281
"hands_from","hands","from",77,17741,423379
"not_persist","not","persist",28,448154,531
"cancellation_of","cancellation","of",208,533,3041281
"michael's_church","michael's","church",23,349,19659
"little_meaning","little","meaning",15,62274,7935
"dialogue_between","dialogue","between",153,1676,90462
"fuel_costs","fuel","costs",48,4160,15045
"positions_are","positions","are",105,3968,456718
"situ_and","situ","and",26,334,2614893
"positively_or","positively","or",18,1298,368104
"washington_a","washington","a",16,3040,2169721
"distinct_identity","distinct","identity",11,3153,3894
"proved_much","proved","much",26,6805,89395
"were_asked","were","asked",816,307547,29448
"a_haemorrhage","a","haemorrhage",17,2169721,321
"wonder_in","wonder","in",32,6164,1937245
"publication_counts","publication","counts",11,3684,1831
"in_celebration","in","celebration",62,1937245,1202
"are_thriving","are","thriving",19,456718,470
"labourer_in","labourer","in",16,283,1937245
"the_diseases","the","diseases",65,6036130,1819
"a_communiqu","a","communiqu",105,2169721,346
"door_closed","door","closed",199,23008,9336
"pits_at","pits","at",16,924,521986
"not_introduce","not","introduce",28,448154,3449
"british_passports","british","passports",18,35364,281
"from_following","from","following",32,423379,26516
"core_funding","core","funding",17,3345,4266
"always_imagined","always","imagined",33,44189,1787
"dried_specimens","dried","specimens",14,1737,1470
"coma_and","coma","and",25,246,2614893
"them_wore","them","wore",14,166575,2795
"ancillary_staff","ancillary","staff",29,340,22310
"that_germany's","that","germany's",14,1048180,884
"be_sharpened","be","sharpened",19,649613,318
"tony_humphries","tony","humphries",12,4494,99
"for_participation","for","participation",68,877618,2657
"still_work","still","work",72,71594,88987
"instrument_will","instrument","will",15,2565,250441
"career_was","career","was",242,7560,860745
"many_roles","many","roles",16,88334,2714
"blown_out","blown","out",78,1196,196367
"conservative_politicians","conservative","politicians",29,7061,3203
"care_it","care","it",58,24170,918894
"around_a","around","a",1244,43269,2169721
"their_expensive","their","expensive",18,254217,5698
"being_led","being","led",122,87540,15045
"the_galleria","the","galleria",22,6036130,38
"first_goal","first","goal",203,120285,5880
"technology_into","technology","into",52,11558,157599
"entries_must","entries","must",33,1768,68791
"nathan_bryce","nathan","bryce",58,768,185
"freight_on","freight","on",12,961,727437
"animal_when","animal","when",13,6350,208943
"eleven_ninety","eleven","ninety",11,3235,4098
"a_lynx","a","lynx",13,2169721,127
"airports_in","airports","in",20,406,1937245
"paper_might","paper","might",13,16550,59001
"their_skill","their","skill",67,254217,3442
"employees_should","employees","should",40,5556,104688
"victoria_cross","victoria","cross",17,2317,7322
"now_regularly","now","regularly",16,137275,3815
"to_turning","to","turning",20,2593392,6386
"eliminate_from","eliminate","from",11,1095,423379
"holland_for","holland","for",26,1457,877618
"less_generous","less","generous",35,38495,2250
"their_ties","their","ties",20,254217,1555
"slamming_into","slamming","into",12,255,157599
"john_carr","john","carr",11,29906,489
"on_network","on","network",22,727437,7141
"of_courtiers","of","courtiers",22,3041281,165
"slightly_uncomfortable","slightly","uncomfortable",14,8557,1321
"pushing_through","pushing","through",50,2238,81023
"ec_but","ec","but",24,6391,443525
"then_he's","then","he's",161,153059,31961
"rough_and","rough","and",281,3382,2614893
"establishment_in","establishment","in",178,3895,1937245
"but_uncle","but","uncle",16,443525,3092
"trading_account","trading","account",11,5011,16096
"NUM_practical","NUM","practical",22,1265511,7576
"neutrality_in","neutrality","in",41,537,1937245
"rise_faster","rise","faster",11,10417,2886
"stratigraphical_record","stratigraphical","record",29,110,14743
"male_is","male","is",101,7595,970830
"lever_for","lever","for",20,621,877618
"with_william","with","william",113,658333,7770
"would_adopt","would","adopt",45,228948,2455
"to_assert","to","assert",433,2593392,684
"and_prestigious","and","prestigious",15,2614893,729
"waltham_massachusetts-based","waltham","massachusetts-based",13,129,134
"here_also","here","also",64,64834,123293
"closing_a","closing","a",39,2583,2169721
"his_perspective","his","perspective",21,409172,3014
"signature_which","signature","which",12,1047,364831
"contained_in","contained","in",1628,4812,1937245
